mrt_dist_km,amenity_score,neighborhood_demand,lag_occupancy,month_num,d_covid_phase2,d_absd_hike_2021,d_ahd_tightening,d_ura_guidelines,d_rental_surge,room_type,zone,lease_type,rental_price_sgd,is_vacant,month,planning_area,operator
0.596,0.571,74.7,0.686,3,0,1,0,0,1,Studio,Central,Monthly,2250.0,1,2022-03,Toa Payoh,Coliwoo
0.384,0.714,63.82,0.508,3,0,1,0,0,1,Suite,East,12-Month,2130.0,1,2022-03,Paya Lebar,Hmlet
0.47,0.857,53.36,0.892,3,0,1,0,0,1,Twin-Share,North-East,3-Month,1070.0,0,2022-03,Punggol,The Assembly Place
0.267,0.714,74.54,0.891,3,0,1,0,0,1,Master,Central,12-Month,1790.0,0,2022-03,Novena,Cove
0.292,0.571,67.6,0.225,3,0,1,0,0,1,Deluxe,Central,Monthly,3330.0,1,2022-03,Toa Payoh,Figment
0.133,1.0,67.16,0.914,3,0,1,0,0,1,Twin-Share,East,3-Month,1060.0,0,2022-03,Paya Lebar,Lyf
0.165,0.429,49.65,0.842,3,0,1,0,0,1,Twin-Share,North-East,Monthly,1120.0,0,2022-03,Ang Mo Kio,Coliwoo
0.593,0.286,70.3,0.889,3,0,1,0,0,1,Single,Central,3-Month,1270.0,0,2022-03,Kallang,Coliwoo
0.703,1.0,63.04,0.961,3,0,1,0,0,1,Twin-Share,West,Monthly,1020.0,0,2022-03,Clementi,Coliwoo
0.095,0.429,70.84,0.797,3,0,1,0,0,1,Master,Central,3-Month,1980.0,0,2022-03,Geylang,The Assembly Place
0.276,0.286,75.86,0.909,3,0,1,0,0,1,Twin-Share,Central,6-Month,1070.0,0,2022-03,Geylang,Coliwoo
0.412,0.571,76.62,0.978,3,0,1,0,0,1,Single,Central,Monthly,1580.0,0,2022-03,Kallang,Coliwoo
0.509,0.857,69.54,0.975,3,0,1,0,0,1,Single,Central,Monthly,1490.0,0,2022-03,Geylang,Hmlet
0.233,0.286,67.4,0.707,3,0,1,0,0,1,Deluxe,West,Monthly,2420.0,0,2022-03,Buona Vista,Bonztel
0.031,0.571,70.1,0.998,3,0,1,0,0,1,Twin-Share,Central,6-Month,1140.0,0,2022-03,Kallang,Lyf
0.713,0.714,75.13,0.866,3,0,1,0,0,1,Studio,Central,Monthly,2300.0,0,2022-03,Kallang,Lyf
0.323,0.857,53.82,0.23,3,0,1,0,0,1,Suite,East,12-Month,2020.0,1,2022-03,Tampines,Cove
0.445,0.571,55.33,0.969,3,0,1,0,0,1,Master,West,6-Month,1640.0,0,2022-03,Clementi,Cantonment
0.556,0.857,79.72,0.727,3,0,1,0,0,1,Deluxe,Central,6-Month,2820.0,1,2022-03,Geylang,Cove
0.233,0.714,65.16,0.942,3,0,1,0,0,1,Master,North-East,3-Month,1820.0,0,2022-03,Serangoon,Figment
0.194,1.0,56.13,0.633,3,0,1,0,0,1,Studio,East,12-Month,2000.0,0,2022-03,Bedok,The Assembly Place
1.935,0.429,50.14,0.926,4,0,1,0,0,1,Suite,North-East,12-Month,1760.0,1,2022-04,Sengkang,The Assembly Place
0.485,0.857,41.72,0.681,4,0,1,0,0,1,Single,North-East,3-Month,1490.0,0,2022-04,Punggol,Bonztel
0.361,0.571,79.48,0.867,4,0,1,0,0,1,Studio,Central,3-Month,2360.0,0,2022-04,Rochor,The Assembly Place
0.202,0.429,68.71,0.561,4,0,1,0,0,1,Studio,Central,3-Month,2210.0,0,2022-04,Geylang,The Assembly Place
0.818,0.857,66.43,1.0,4,0,1,0,0,1,Twin-Share,West,Monthly,1030.0,0,2022-04,Buona Vista,Hmlet
1.548,1.0,52.16,0.838,4,0,1,0,0,1,Studio,North-East,Monthly,2010.0,0,2022-04,Sengkang,Coliwoo
0.08,0.286,73.17,0.98,4,0,1,0,0,1,Studio,Central,Monthly,2370.0,0,2022-04,Geylang,Cove
0.661,0.571,84.1,0.407,4,0,1,0,0,1,Suite,Central,3-Month,2730.0,0,2022-04,Rochor,Bonztel
0.469,1.0,60.88,0.506,4,0,1,0,0,1,Deluxe,North-East,12-Month,2410.0,0,2022-04,Ang Mo Kio,Figment
0.167,0.714,78.49,0.825,4,0,1,0,0,1,Twin-Share,Central,Monthly,1340.0,0,2022-04,Kallang,Coliwoo
1.054,0.714,48.38,0.615,4,0,1,0,0,1,Master,North-East,6-Month,1770.0,0,2022-04,Punggol,The Assembly Place
0.249,1.0,67.05,0.832,4,0,1,0,0,1,Studio,Central,12-Month,2310.0,0,2022-04,Toa Payoh,Lyf
0.635,0.571,49.99,1.0,4,0,1,0,0,1,Twin-Share,North-East,12-Month,880.0,0,2022-04,Punggol,Lyf
0.239,0.429,75.36,0.955,4,0,1,0,0,1,Single,Central,12-Month,1510.0,0,2022-04,Toa Payoh,Cantonment
0.387,1.0,80.42,0.868,4,0,1,0,0,1,Single,Central,6-Month,1490.0,0,2022-04,Kallang,Cantonment
0.2,0.429,78.46,0.67,4,0,1,0,0,1,Suite,Central,6-Month,2820.0,0,2022-04,Queenstown,Coliwoo
0.567,1.0,79.86,0.973,4,0,1,0,0,1,Twin-Share,Central,Monthly,1220.0,0,2022-04,Outram,Figment
0.424,0.714,87.4,0.87,4,0,1,0,0,1,Studio,Central,6-Month,2330.0,0,2022-04,Novena,Coliwoo
0.503,0.286,43.88,0.162,4,0,1,0,0,1,Deluxe,North-East,3-Month,2450.0,0,2022-04,Punggol,Cantonment
0.341,0.714,71.88,0.691,4,0,1,0,0,1,Studio,Central,Monthly,2470.0,0,2022-04,Kallang,Bonztel
0.034,0.286,64.09,0.876,4,0,1,0,0,1,Single,North-East,3-Month,1230.0,0,2022-04,Serangoon,Figment
0.399,0.286,48.92,0.836,4,0,1,0,0,1,Single,North,3-Month,1270.0,0,2022-04,Woodlands,Lyf
0.128,0.714,63.21,0.486,4,0,1,0,0,1,Deluxe,Central,6-Month,2990.0,1,2022-04,Geylang,Cove
0.569,0.857,64.53,0.781,4,0,1,0,0,1,Master,East,12-Month,1630.0,0,2022-04,Paya Lebar,Coliwoo
0.1,1.0,80.53,0.95,4,0,1,0,0,1,Single,Central,6-Month,1430.0,0,2022-04,Kallang,Cove
3.328,0.429,54.26,0.963,4,0,1,0,0,1,Twin-Share,West,6-Month,760.0,0,2022-04,Jurong East,Lyf
0.454,0.571,84.08,0.866,4,0,1,0,0,1,Single,Central,12-Month,1310.0,0,2022-04,Novena,Cove
0.697,0.429,63.64,0.943,4,0,1,0,0,1,Single,Central,Monthly,1730.0,0,2022-04,Geylang,The Assembly Place
1.332,0.571,51.66,0.56,4,0,1,0,0,1,Suite,North-East,12-Month,1990.0,0,2022-04,Sengkang,Cove
0.422,0.571,64.6,0.992,4,0,1,0,0,1,Single,East,12-Month,1200.0,1,2022-04,Bedok,Bonztel
0.195,0.429,72.72,0.454,4,0,1,0,0,1,Deluxe,West,3-Month,2560.0,0,2022-04,Buona Vista,Coliwoo
0.493,0.571,52.97,0.856,4,0,1,0,0,1,Twin-Share,North-East,Monthly,1080.0,0,2022-04,Punggol,Bonztel
0.246,0.714,62.39,0.881,4,0,1,0,0,1,Master,East,12-Month,1460.0,0,2022-04,Bedok,The Assembly Place
2.119,0.286,56.9,1.0,4,0,1,0,0,1,Twin-Share,North-East,6-Month,830.0,0,2022-04,Sengkang,Bonztel
0.514,0.286,57.0,0.335,4,0,1,0,0,1,Suite,East,3-Month,2240.0,0,2022-04,Tampines,The Assembly Place
0.584,1.0,43.44,0.831,4,0,1,0,0,1,Single,North,12-Month,1260.0,0,2022-04,Yishun,Figment
0.257,0.429,57.96,0.875,4,0,1,0,0,1,Single,North-East,Monthly,1540.0,0,2022-04,Serangoon,Bonztel
0.432,0.857,49.98,1.0,4,0,1,0,0,1,Twin-Share,North,3-Month,1020.0,0,2022-04,Yishun,Coliwoo
0.405,0.714,74.86,0.953,4,0,1,0,0,1,Twin-Share,Central,6-Month,1010.0,0,2022-04,Novena,Lyf
0.128,0.857,48.18,0.843,4,0,1,0,0,1,Twin-Share,North-East,3-Month,1100.0,0,2022-04,Ang Mo Kio,Figment
0.183,1.0,76.11,0.969,4,0,1,0,0,1,Twin-Share,Central,12-Month,1090.0,0,2022-04,Toa Payoh,Cantonment
0.161,0.429,59.56,0.919,4,0,1,0,0,1,Master,North-East,3-Month,1860.0,1,2022-04,Serangoon,Coliwoo
0.373,1.0,63.55,1.0,4,0,1,0,0,1,Twin-Share,East,6-Month,860.0,0,2022-04,Paya Lebar,Cantonment
1.775,0.429,43.17,0.614,4,0,1,0,0,1,Studio,North-East,12-Month,1830.0,0,2022-04,Sengkang,Coliwoo
0.207,1.0,68.51,1.0,4,0,1,0,0,1,Single,North-East,3-Month,1410.0,0,2022-04,Serangoon,Coliwoo
0.461,0.714,56.32,0.874,4,0,1,0,0,1,Twin-Share,East,Monthly,1160.0,0,2022-04,Bedok,Hmlet
0.225,0.714,52.01,0.871,4,0,1,0,0,1,Single,North-East,12-Month,1200.0,0,2022-04,Ang Mo Kio,The Assembly Place
1.523,0.857,53.81,0.557,4,0,1,0,0,1,Suite,North-East,Monthly,2210.0,0,2022-04,Sengkang,Cantonment
1.9,1.0,64.06,0.709,4,0,1,0,0,1,Master,Central,6-Month,2010.0,0,2022-04,Bishan,Bonztel
0.681,0.286,70.32,1.0,4,0,1,0,0,1,Single,Central,12-Month,1340.0,0,2022-04,Kallang,Coliwoo
0.563,0.286,69.67,0.898,4,0,1,0,0,1,Suite,East,12-Month,1930.0,1,2022-04,Paya Lebar,Lyf
0.127,0.286,75.87,0.357,4,0,1,0,0,1,Deluxe,Central,12-Month,2880.0,1,2022-04,Outram,Figment
0.454,0.286,45.96,0.304,4,0,1,0,0,1,Suite,North,Monthly,2510.0,1,2022-04,Woodlands,Bonztel
0.936,0.714,73.11,0.78,4,0,1,0,0,1,Studio,Central,12-Month,1910.0,0,2022-04,Kallang,The Assembly Place
0.236,0.286,62.99,0.369,4,0,1,0,0,1,Suite,West,6-Month,2340.0,1,2022-04,Buona Vista,Figment
2.545,0.571,58.52,0.942,4,0,1,0,0,1,Master,West,Monthly,1380.0,0,2022-04,Jurong East,Hmlet
0.637,0.286,62.59,0.744,4,0,1,0,0,1,Studio,Central,6-Month,2010.0,0,2022-04,Geylang,Cantonment
1.475,0.429,54.87,1.0,4,0,1,0,0,1,Twin-Share,North-East,3-Month,930.0,0,2022-04,Sengkang,Bonztel
0.616,0.714,80.2,0.452,4,0,1,0,0,1,Suite,Central,3-Month,2390.0,1,2022-04,Outram,Bonztel
0.574,0.857,53.52,1.0,4,0,1,0,0,1,Twin-Share,North-East,3-Month,1030.0,0,2022-04,Ang Mo Kio,Bonztel
0.206,1.0,68.55,0.7,4,0,1,0,0,1,Suite,West,6-Month,2360.0,0,2022-04,Clementi,Cove
0.361,0.286,85.01,0.791,4,0,1,0,0,1,Suite,Central,12-Month,2260.0,0,2022-04,Rochor,Lyf
0.576,0.286,67.82,0.816,4,0,1,0,0,1,Master,Central,3-Month,2000.0,1,2022-04,Geylang,Cantonment
0.736,1.0,65.38,0.502,4,0,1,0,0,1,Studio,West,3-Month,2010.0,1,2022-04,Buona Vista,Hmlet
0.169,0.714,86.41,0.614,4,0,1,0,0,1,Deluxe,Central,Monthly,3210.0,1,2022-04,Rochor,Lyf
3.293,0.857,48.95,0.749,4,0,1,0,0,1,Studio,West,Monthly,1620.0,0,2022-04,Jurong East,Cove
0.155,0.429,39.88,0.829,4,0,1,0,0,1,Single,North,Monthly,1320.0,1,2022-04,Yishun,Bonztel
0.475,0.571,75.75,0.616,4,0,1,0,0,1,Deluxe,Central,12-Month,2690.0,1,2022-04,Queenstown,Bonztel
0.567,0.286,57.64,0.597,4,0,1,0,0,1,Studio,Central,3-Month,2400.0,1,2022-04,Toa Payoh,Coliwoo
0.189,0.286,68.29,0.882,4,0,1,0,0,1,Single,East,6-Month,1440.0,0,2022-04,Paya Lebar,Lyf
0.384,0.429,77.53,0.662,4,0,1,0,0,1,Suite,East,3-Month,2200.0,1,2022-04,Paya Lebar,Coliwoo
0.546,0.714,69.94,0.941,4,0,1,0,0,1,Twin-Share,Central,Monthly,1190.0,0,2022-04,Kallang,Coliwoo
0.082,0.286,75.02,0.945,4,0,1,0,0,1,Twin-Share,Central,6-Month,1140.0,0,2022-04,Kallang,Coliwoo
0.31,1.0,79.13,0.163,4,0,1,0,0,1,Deluxe,Central,6-Month,2970.0,1,2022-04,Novena,Cove
0.677,0.714,45.57,0.872,4,0,1,0,0,1,Master,North,3-Month,1820.0,1,2022-04,Yishun,Bonztel
0.668,0.286,72.26,0.721,4,0,1,0,0,1,Suite,Central,3-Month,2400.0,1,2022-04,Kallang,Figment
0.215,0.714,44.82,0.663,4,0,1,0,0,1,Master,North,12-Month,1590.0,1,2022-04,Yishun,The Assembly Place
0.648,0.714,72.16,0.431,4,0,1,0,0,1,Suite,Central,12-Month,2500.0,1,2022-04,Kallang,Bonztel
0.406,0.714,73.14,0.549,4,0,1,0,0,1,Master,Central,Monthly,2280.0,0,2022-04,Novena,Cove
0.553,1.0,63.98,0.23,4,0,1,0,0,1,Deluxe,East,12-Month,2600.0,1,2022-04,Paya Lebar,Cantonment
0.107,0.714,66.45,0.863,4,0,1,0,0,1,Single,West,6-Month,1330.0,0,2022-04,Buona Vista,Hmlet
0.455,0.857,55.72,0.629,4,0,1,0,0,1,Deluxe,East,6-Month,2630.0,0,2022-04,Tampines,Coliwoo
0.517,0.714,53.14,0.848,4,0,1,0,0,1,Studio,North-East,3-Month,2050.0,0,2022-04,Punggol,Hmlet
0.974,0.714,49.21,0.565,4,0,1,0,0,1,Deluxe,North-East,6-Month,2710.0,1,2022-04,Sengkang,Bonztel
0.573,0.857,51.31,0.592,4,0,1,0,0,1,Master,North,6-Month,1670.0,0,2022-04,Yishun,Coliwoo
0.239,0.714,66.49,0.733,4,0,1,0,0,1,Master,North-East,Monthly,1930.0,0,2022-04,Serangoon,Hmlet
2.832,0.571,48.75,0.992,4,0,1,0,0,1,Twin-Share,West,Monthly,820.0,0,2022-04,Jurong East,Bonztel
0.257,0.714,92.15,0.642,4,0,1,0,0,1,Single,Central,Monthly,1720.0,0,2022-04,Rochor,The Assembly Place
0.822,0.429,55.55,0.893,4,0,1,0,0,1,Master,East,6-Month,1880.0,0,2022-04,Bedok,Lyf
0.419,0.571,37.61,0.612,4,0,1,0,0,1,Studio,North-East,12-Month,1670.0,0,2022-04,Punggol,The Assembly Place
0.267,1.0,63.33,0.785,4,0,1,0,0,1,Single,East,3-Month,1410.0,1,2022-04,Paya Lebar,Coliwoo
0.435,0.857,71.96,0.861,4,0,1,0,0,1,Single,Central,6-Month,1400.0,1,2022-04,Toa Payoh,Hmlet
0.295,0.286,87.36,0.957,5,0,1,0,0,1,Single,Central,Monthly,1570.0,0,2022-05,Kallang,Figment
0.587,0.571,61.44,0.641,5,0,1,0,0,1,Master,East,3-Month,1870.0,0,2022-05,Paya Lebar,Figment
0.342,0.429,68.3,0.787,5,0,1,0,0,1,Studio,Central,12-Month,2170.0,0,2022-05,Geylang,Cove
0.374,0.714,52.16,0.909,5,0,1,0,0,1,Suite,North-East,12-Month,2150.0,0,2022-05,Ang Mo Kio,Hmlet
0.482,0.571,50.22,0.985,5,0,1,0,0,1,Twin-Share,North,6-Month,1000.0,1,2022-05,Yishun,Lyf
2.063,0.857,67.93,0.894,5,0,1,0,0,1,Twin-Share,Central,Monthly,1250.0,0,2022-05,Bishan,Hmlet
0.291,0.857,42.58,0.901,5,0,1,0,0,1,Master,North,12-Month,1580.0,1,2022-05,Woodlands,Hmlet
0.511,1.0,66.63,0.416,5,0,1,0,0,1,Suite,Central,3-Month,2890.0,1,2022-05,Geylang,Lyf
0.58,0.286,70.51,0.97,5,0,1,0,0,1,Single,Central,12-Month,1430.0,0,2022-05,Queenstown,Figment
3.617,0.571,57.98,0.789,5,0,1,0,0,1,Suite,West,3-Month,1630.0,0,2022-05,Jurong East,Lyf
0.744,1.0,80.54,0.842,5,0,1,0,0,1,Master,Central,6-Month,2250.0,0,2022-05,Rochor,Cove
1.601,0.714,63.38,0.844,5,0,1,0,0,1,Single,Central,12-Month,1350.0,0,2022-05,Bishan,Cantonment
0.429,0.429,66.1,0.768,5,0,1,0,0,1,Single,East,6-Month,1350.0,0,2022-05,Tampines,The Assembly Place
1.021,1.0,50.31,0.299,5,0,1,0,0,1,Deluxe,North-East,3-Month,2640.0,0,2022-05,Punggol,Bonztel
0.415,1.0,53.53,0.865,5,0,1,0,0,1,Master,North-East,Monthly,2000.0,0,2022-05,Ang Mo Kio,Lyf
0.755,0.714,58.68,0.693,5,0,1,0,0,1,Studio,North-East,Monthly,2030.0,0,2022-05,Serangoon,Hmlet
0.414,1.0,37.71,0.664,5,0,1,0,0,1,Master,North-East,Monthly,1840.0,0,2022-05,Punggol,Bonztel
0.55,0.286,45.49,0.663,5,0,1,0,0,1,Deluxe,East,6-Month,2470.0,1,2022-05,Bedok,Figment
0.184,0.571,70.79,1.0,5,0,1,0,0,1,Twin-Share,Central,6-Month,1270.0,0,2022-05,Kallang,The Assembly Place
0.921,1.0,55.34,0.507,5,0,1,0,0,1,Deluxe,East,3-Month,2780.0,0,2022-05,Tampines,Lyf
0.585,0.714,58.62,0.901,5,0,1,0,0,1,Single,East,6-Month,1300.0,0,2022-05,Tampines,Cove
0.387,0.286,66.81,0.933,5,0,1,0,0,1,Single,North-East,3-Month,1310.0,0,2022-05,Serangoon,The Assembly Place
0.238,0.714,72.81,0.877,5,0,1,0,0,1,Single,Central,3-Month,1620.0,0,2022-05,Outram,Figment
0.538,0.571,69.15,0.928,5,0,1,0,0,1,Studio,Central,12-Month,2190.0,1,2022-05,Kallang,Cantonment
0.515,0.714,45.24,0.751,5,0,1,0,0,1,Studio,North,12-Month,1770.0,0,2022-05,Yishun,Cantonment
0.125,0.429,67.42,0.95,5,0,1,0,0,1,Master,East,6-Month,1780.0,0,2022-05,Paya Lebar,Lyf
0.238,0.571,78.41,0.86,5,0,1,0,0,1,Master,Central,3-Month,2120.0,0,2022-05,Geylang,Hmlet
0.972,0.714,65.78,0.305,5,0,1,0,0,1,Deluxe,North-East,6-Month,2850.0,0,2022-05,Serangoon,Bonztel
0.994,0.429,74.22,0.695,5,0,1,0,0,1,Studio,Central,3-Month,2250.0,0,2022-05,Kallang,The Assembly Place
0.306,0.429,53.82,0.654,5,0,1,0,0,1,Master,East,6-Month,1740.0,1,2022-05,Tampines,Bonztel
0.793,0.286,71.9,0.502,5,0,1,0,0,1,Suite,North-East,Monthly,2540.0,1,2022-05,Serangoon,Cantonment
0.505,0.429,50.78,0.726,5,0,1,0,0,1,Studio,North-East,Monthly,2180.0,0,2022-05,Serangoon,Figment
0.17,1.0,44.19,0.559,5,0,1,0,0,1,Deluxe,North,6-Month,2680.0,0,2022-05,Woodlands,Cove
3.311,0.286,61.58,0.97,5,0,1,0,0,1,Single,West,Monthly,1000.0,0,2022-05,Jurong East,The Assembly Place
0.595,1.0,63.26,0.896,5,0,1,0,0,1,Single,North-East,12-Month,1210.0,0,2022-05,Serangoon,Coliwoo
0.406,0.714,61.42,0.97,5,0,1,0,0,1,Twin-Share,West,6-Month,870.0,0,2022-05,Clementi,Cantonment
0.392,0.857,57.23,0.868,5,0,1,0,0,1,Twin-Share,West,12-Month,840.0,0,2022-05,Clementi,Hmlet
0.138,0.857,53.89,0.854,5,0,1,0,0,1,Twin-Share,East,12-Month,930.0,0,2022-05,Bedok,Bonztel
0.267,1.0,71.65,0.637,5,0,1,0,0,1,Suite,Central,6-Month,2640.0,0,2022-05,Toa Payoh,Bonztel
1.97,0.429,67.78,1.0,5,0,1,0,0,1,Twin-Share,Central,6-Month,1010.0,0,2022-05,Bishan,Figment
0.267,0.571,45.2,0.456,5,0,1,0,0,1,Suite,North,12-Month,2270.0,0,2022-05,Woodlands,Cove
0.331,0.286,54.26,0.862,5,0,1,0,0,1,Master,North-East,6-Month,1800.0,0,2022-05,Ang Mo Kio,Cantonment
1.083,0.857,51.72,0.964,5,0,1,0,0,1,Master,North-East,12-Month,1600.0,0,2022-05,Sengkang,Bonztel
0.32,1.0,65.41,0.653,5,0,1,0,0,1,Suite,Central,3-Month,2970.0,1,2022-05,Geylang,Figment
0.265,0.857,44.74,0.818,5,0,1,0,0,1,Twin-Share,North-East,Monthly,1020.0,0,2022-05,Punggol,Bonztel
0.392,0.571,62.16,0.503,5,0,1,0,0,1,Deluxe,West,6-Month,2550.0,1,2022-05,Clementi,Lyf
0.432,0.429,53.32,0.839,5,0,1,0,0,1,Single,East,Monthly,1450.0,0,2022-05,Tampines,Lyf
0.346,0.714,69.17,0.436,5,0,1,0,0,1,Suite,Central,3-Month,2940.0,1,2022-05,Geylang,The Assembly Place
3.103,0.429,54.14,0.88,5,0,1,0,0,1,Deluxe,West,12-Month,1860.0,0,2022-05,Jurong East,Coliwoo
0.343,0.429,78.14,0.783,5,0,1,0,0,1,Single,Central,3-Month,1560.0,0,2022-05,Kallang,Coliwoo
0.314,0.714,73.22,0.901,5,0,1,0,0,1,Twin-Share,Central,Monthly,1340.0,0,2022-05,Kallang,Hmlet
0.515,0.714,81.41,0.935,5,0,1,0,0,1,Single,Central,12-Month,1470.0,0,2022-05,Outram,Figment
0.704,0.714,48.09,0.339,5,0,1,0,0,1,Deluxe,North,12-Month,2260.0,1,2022-05,Woodlands,Lyf
0.263,0.857,64.67,0.876,5,0,1,0,0,1,Twin-Share,West,12-Month,950.0,0,2022-05,Buona Vista,Hmlet
0.413,0.571,58.81,0.853,5,0,1,0,0,1,Deluxe,East,12-Month,2560.0,0,2022-05,Bedok,Figment
1.559,0.714,55.04,0.862,5,0,1,0,0,1,Master,North-East,Monthly,1630.0,0,2022-05,Sengkang,Cove
0.269,0.714,63.43,0.451,5,0,1,0,0,1,Studio,North-East,12-Month,2000.0,0,2022-05,Serangoon,Coliwoo
0.075,0.714,51.84,0.464,5,0,1,0,0,1,Studio,North,3-Month,2210.0,1,2022-05,Woodlands,Coliwoo
0.465,0.429,62.1,0.558,5,0,1,0,0,1,Master,North-East,3-Month,2010.0,1,2022-05,Ang Mo Kio,Lyf
0.384,1.0,60.65,0.737,5,0,1,0,0,1,Studio,North-East,3-Month,2370.0,0,2022-05,Serangoon,The Assembly Place
0.457,0.857,46.36,0.596,5,0,1,0,0,1,Suite,North,6-Month,2170.0,0,2022-05,Yishun,Cove
0.577,0.714,80.34,0.936,5,0,1,0,0,1,Single,Central,3-Month,1490.0,0,2022-05,Novena,Coliwoo
0.65,0.571,52.28,0.706,5,0,1,0,0,1,Studio,North,3-Month,2030.0,0,2022-05,Yishun,Hmlet
0.21,0.714,77.87,0.97,5,0,1,0,0,1,Single,Central,Monthly,1590.0,0,2022-05,Novena,Figment
0.435,0.857,65.29,0.51,5,0,1,0,0,1,Deluxe,East,3-Month,2920.0,0,2022-05,Paya Lebar,Coliwoo
0.21,1.0,68.71,0.74,5,0,1,0,0,1,Studio,Central,12-Month,2370.0,0,2022-05,Queenstown,The Assembly Place
0.522,0.714,53.3,0.958,5,0,1,0,0,1,Twin-Share,North-East,Monthly,1090.0,0,2022-05,Ang Mo Kio,Lyf
0.353,0.286,72.3,0.887,5,0,1,0,0,1,Single,Central,12-Month,1270.0,1,2022-05,Geylang,Cantonment
0.156,0.571,84.12,0.575,5,0,1,0,0,1,Studio,Central,12-Month,2420.0,0,2022-05,Novena,Cove
0.088,0.286,53.8,0.845,5,0,1,0,0,1,Studio,North-East,3-Month,2000.0,1,2022-05,Ang Mo Kio,Cantonment
0.387,0.286,38.31,0.621,5,0,1,0,0,1,Master,North,Monthly,1850.0,1,2022-05,Woodlands,Bonztel
0.552,1.0,75.28,0.254,5,0,1,0,0,1,Suite,Central,Monthly,2920.0,1,2022-05,Geylang,Figment
0.241,0.429,68.19,0.902,5,0,1,0,0,1,Studio,West,12-Month,1770.0,1,2022-05,Buona Vista,Figment
0.68,0.714,69.28,0.453,5,0,1,0,0,1,Studio,Central,3-Month,2200.0,1,2022-05,Toa Payoh,Lyf
0.117,0.571,65.52,0.89,5,0,1,0,0,1,Single,East,12-Month,1180.0,0,2022-05,Paya Lebar,Lyf
0.681,0.857,51.41,0.921,5,0,1,0,0,1,Master,East,3-Month,1680.0,0,2022-05,Tampines,Figment
0.423,0.857,80.52,0.916,5,0,1,0,0,1,Twin-Share,Central,Monthly,1140.0,0,2022-05,Outram,The Assembly Place
1.623,0.429,46.67,0.822,5,0,1,0,0,1,Suite,North-East,12-Month,1900.0,0,2022-05,Sengkang,Lyf
0.618,0.286,75.35,0.935,5,0,1,0,0,1,Single,Central,3-Month,1250.0,0,2022-05,Kallang,The Assembly Place
2.042,0.857,56.96,0.666,5,0,1,0,0,1,Master,North-East,3-Month,1570.0,0,2022-05,Sengkang,Figment
0.72,0.429,81.1,0.169,5,0,1,0,0,1,Suite,Central,Monthly,3170.0,0,2022-05,Rochor,The Assembly Place
1.115,0.429,54.5,0.912,5,0,1,0,0,1,Deluxe,North-East,3-Month,2430.0,0,2022-05,Sengkang,Bonztel
0.426,0.571,72.32,0.954,5,0,1,0,0,1,Studio,East,3-Month,2220.0,0,2022-05,Paya Lebar,Cantonment
0.085,0.286,62.56,1.0,5,0,1,0,0,1,Single,West,3-Month,1530.0,0,2022-05,Buona Vista,Coliwoo
1.682,1.0,63.99,0.569,5,0,1,0,0,1,Suite,Central,Monthly,2600.0,0,2022-05,Bishan,Coliwoo
0.27,0.571,43.92,1.0,5,0,1,0,0,1,Twin-Share,North,Monthly,1190.0,0,2022-05,Woodlands,Figment
3.632,0.429,52.09,0.941,5,0,1,0,0,1,Twin-Share,West,12-Month,720.0,0,2022-05,Jurong East,Bonztel
0.621,1.0,75.63,0.944,5,0,1,0,0,1,Studio,Central,12-Month,2080.0,0,2022-05,Novena,Hmlet
1.548,0.857,62.91,0.621,5,0,1,0,0,1,Studio,Central,6-Month,2210.0,0,2022-05,Bishan,Hmlet
1.204,0.857,51.79,0.706,5,0,1,0,0,1,Deluxe,North-East,6-Month,2260.0,0,2022-05,Sengkang,The Assembly Place
1.01,0.286,72.57,0.519,5,0,1,0,0,1,Studio,Central,Monthly,2210.0,1,2022-05,Kallang,Cove
0.407,0.286,46.28,0.862,5,0,1,0,0,1,Deluxe,North,Monthly,2370.0,0,2022-05,Woodlands,The Assembly Place
0.22,1.0,82.77,0.635,6,0,1,0,0,1,Studio,Central,12-Month,2290.0,0,2022-06,Outram,Figment
0.382,0.571,83.19,0.887,6,0,1,0,0,1,Master,Central,12-Month,1780.0,0,2022-06,Rochor,Bonztel
0.606,0.286,76.77,0.458,6,0,1,0,0,1,Deluxe,Central,Monthly,3130.0,0,2022-06,Toa Payoh,Bonztel
0.094,1.0,80.45,0.323,6,0,1,0,0,1,Suite,Central,Monthly,3250.0,1,2022-06,Outram,Cantonment
1.405,0.857,49.83,0.619,6,0,1,0,0,1,Deluxe,North-East,Monthly,2630.0,1,2022-06,Sengkang,Coliwoo
0.533,0.571,67.35,0.818,6,0,1,0,0,1,Master,Central,3-Month,2190.0,1,2022-06,Toa Payoh,The Assembly Place
0.746,0.429,76.5,1.0,6,0,1,0,0,1,Twin-Share,Central,6-Month,1220.0,0,2022-06,Novena,Figment
0.207,0.429,70.05,0.424,6,0,1,0,0,1,Studio,East,6-Month,2340.0,1,2022-06,Paya Lebar,Cantonment
0.717,0.429,87.57,0.712,6,0,1,0,0,1,Single,Central,6-Month,1520.0,0,2022-06,Rochor,Figment
0.767,1.0,50.87,1.0,6,0,1,0,0,1,Master,North,12-Month,1820.0,0,2022-06,Woodlands,Coliwoo
0.204,0.571,87.69,0.784,6,0,1,0,0,1,Suite,Central,6-Month,2660.0,0,2022-06,Outram,Lyf
