listing_id,month,year,month_num,operator,planning_area,zone,room_type,lease_type,lat,lon,mrt_dist_km,amenity_count,amenity_score,neighborhood_demand,lag_occupancy,rental_price_sgd,is_vacant,d_covid_phase2,d_absd_hike_2021,d_ahd_tightening,d_ura_guidelines,d_rental_surge
2464,2022-06,2022,6,Figment,Rochor,Central,Single,6-Month,1.30636,103.84995,0.717,3,0.429,87.57,0.712,1520.0,0,0,1,0,0,1
2465,2022-06,2022,6,Coliwoo,Woodlands,North,Master,12-Month,1.44177,103.78125,0.767,7,1.0,50.87,1.0,1820.0,0,0,1,0,0,1
2466,2022-06,2022,6,Lyf,Outram,Central,Suite,6-Month,1.28113,103.84002,0.204,4,0.571,87.69,0.784,2660.0,0,0,1,0,0,1
2467,2022-06,2022,6,Figment,Woodlands,North,Twin-Share,6-Month,1.44049,103.7918,0.672,4,0.571,49.2,0.872,990.0,1,0,1,0,0,1
2468,2022-06,2022,6,Coliwoo,Toa Payoh,Central,Twin-Share,3-Month,1.33062,103.84513,0.693,2,0.286,66.16,0.919,1130.0,0,0,1,0,0,1
2469,2022-06,2022,6,The Assembly Place,Outram,Central,Twin-Share,6-Month,1.27243,103.83687,0.849,4,0.571,71.84,0.965,1240.0,0,0,1,0,0,1
2470,2022-06,2022,6,Coliwoo,Clementi,West,Studio,6-Month,1.31711,103.76254,0.337,6,0.857,67.54,0.924,1920.0,0,0,1,0,0,1
2471,2022-06,2022,6,The Assembly Place,Novena,Central,Suite,Monthly,1.31902,103.8462,0.267,6,0.857,71.15,0.274,2910.0,0,0,1,0,0,1
2472,2022-06,2022,6,Bonztel,Sengkang,North-East,Single,6-Month,1.39334,103.89882,1.254,5,0.714,58.27,0.847,1360.0,0,0,1,0,0,1
2473,2022-06,2022,6,Cantonment,Sengkang,North-East,Deluxe,12-Month,1.39607,103.8984,0.993,6,0.857,51.45,0.904,2340.0,0,0,1,0,0,1
2474,2022-06,2022,6,Coliwoo,Jurong East,West,Twin-Share,Monthly,1.32891,103.73896,3.262,4,0.571,64.97,1.0,830.0,0,0,1,0,0,1
2475,2022-06,2022,6,Coliwoo,Queenstown,Central,Master,3-Month,1.30038,103.79019,0.77,5,0.714,82.53,0.977,2120.0,0,0,1,0,0,1
2476,2022-06,2022,6,Bonztel,Serangoon,North-East,Suite,Monthly,1.35468,103.86981,0.269,5,0.714,61.51,0.297,2940.0,1,0,1,0,0,1
2477,2022-06,2022,6,The Assembly Place,Ang Mo Kio,North-East,Suite,6-Month,1.36912,103.84801,0.187,5,0.714,50.22,0.578,2500.0,1,0,1,0,0,1
2478,2022-06,2022,6,Cantonment,Tampines,East,Twin-Share,3-Month,1.35875,103.94447,0.642,3,0.429,58.22,0.937,1130.0,0,0,1,0,0,1
2479,2022-06,2022,6,Bonztel,Buona Vista,West,Master,6-Month,1.30716,103.79416,0.485,5,0.714,63.08,0.524,1980.0,0,0,1,0,0,1
2480,2022-06,2022,6,Hmlet,Yishun,North,Suite,12-Month,1.43321,103.83358,0.51,4,0.571,52.0,0.964,2270.0,0,0,1,0,0,1
2481,2022-06,2022,6,Bonztel,Bishan,Central,Twin-Share,3-Month,1.34718,103.84932,1.458,2,0.286,65.67,1.0,1110.0,0,0,1,0,0,1
2482,2022-06,2022,6,Cantonment,Jurong East,West,Studio,Monthly,1.32986,103.74059,3.156,5,0.714,52.19,0.593,1650.0,0,0,1,0,0,1
2483,2022-06,2022,6,Hmlet,Yishun,North,Deluxe,3-Month,1.42745,103.83693,0.243,7,1.0,39.05,0.367,2810.0,1,0,1,0,0,1
2484,2022-06,2022,6,Coliwoo,Kallang,Central,Twin-Share,12-Month,1.30927,103.86885,0.359,3,0.429,80.74,0.809,1180.0,1,0,1,0,0,1
2485,2022-06,2022,6,Bonztel,Novena,Central,Twin-Share,12-Month,1.31591,103.84817,0.649,5,0.714,83.81,1.0,1190.0,0,0,1,0,0,1
2486,2022-06,2022,6,Cantonment,Jurong East,West,Single,6-Month,1.33396,103.73865,3.587,7,1.0,61.7,1.0,970.0,0,0,1,0,0,1
2487,2022-06,2022,6,Bonztel,Bedok,East,Master,12-Month,1.32399,103.93362,0.381,7,1.0,52.44,0.553,1820.0,1,0,1,0,0,1
2488,2022-06,2022,6,Lyf,Serangoon,North-East,Suite,3-Month,1.3573,103.87204,0.115,3,0.429,59.27,0.688,2460.0,1,0,1,0,0,1
2489,2022-06,2022,6,The Assembly Place,Bedok,East,Deluxe,12-Month,1.322,103.92776,0.358,3,0.429,51.14,0.426,2420.0,1,0,1,0,0,1
2490,2022-06,2022,6,Figment,Ang Mo Kio,North-East,Deluxe,Monthly,1.3725,103.85274,0.462,3,0.429,48.77,0.193,2950.0,0,0,1,0,0,1
2491,2022-06,2022,6,Bonztel,Tampines,East,Single,6-Month,1.35627,103.94589,0.377,7,1.0,58.48,0.853,1350.0,0,0,1,0,0,1
2492,2022-06,2022,6,Figment,Sengkang,North-East,Suite,6-Month,1.39456,103.88791,1.932,5,0.714,47.37,0.851,2040.0,0,0,1,0,0,1
2493,2022-06,2022,6,The Assembly Place,Jurong East,West,Studio,12-Month,1.33951,103.7421,3.705,7,1.0,62.9,0.958,1310.0,0,0,1,0,0,1
2494,2022-06,2022,6,Lyf,Clementi,West,Twin-Share,3-Month,1.32355,103.76729,0.965,7,1.0,68.13,0.901,920.0,0,0,1,0,0,1
2495,2022-06,2022,6,Coliwoo,Rochor,Central,Master,6-Month,1.29939,103.8565,0.588,4,0.571,88.86,0.85,2090.0,0,0,1,0,0,1
2496,2022-06,2022,6,Cove,Woodlands,North,Suite,12-Month,1.43402,103.7876,0.391,5,0.714,32.54,0.76,2280.0,0,0,1,0,0,1
2497,2022-06,2022,6,Lyf,Yishun,North,Studio,3-Month,1.43003,103.83717,0.227,6,0.857,45.3,0.59,2120.0,0,0,1,0,0,1
2498,2022-06,2022,6,Cove,Novena,Central,Studio,6-Month,1.32113,103.85036,0.718,6,0.857,78.14,0.527,2270.0,0,0,1,0,0,1
2499,2022-06,2022,6,Lyf,Outram,Central,Master,6-Month,1.27038,103.8364,1.078,5,0.714,85.58,0.874,2030.0,0,0,1,0,0,1
2500,2022-06,2022,6,Bonztel,Geylang,Central,Suite,3-Month,1.3143,103.89044,0.473,7,1.0,73.89,0.121,2840.0,1,0,1,0,0,1
2501,2022-06,2022,6,Cove,Yishun,North,Studio,3-Month,1.42794,103.83376,0.217,4,0.571,55.99,0.669,2110.0,0,0,1,0,0,1
2502,2022-06,2022,6,Lyf,Rochor,Central,Master,12-Month,1.31064,103.8567,0.652,3,0.429,87.82,0.908,1850.0,1,0,1,0,0,1
2503,2022-06,2022,6,Bonztel,Toa Payoh,Central,Single,6-Month,1.3391,103.84976,0.559,5,0.714,64.42,0.971,1390.0,0,0,1,0,0,1
2504,2022-06,2022,6,Cove,Bedok,East,Master,6-Month,1.32046,103.93565,0.729,6,0.857,57.63,0.664,1900.0,0,0,1,0,0,1
2505,2022-06,2022,6,The Assembly Place,Paya Lebar,East,Studio,6-Month,1.31785,103.89363,0.072,4,0.571,71.63,0.753,1960.0,1,0,1,0,0,1
2506,2022-06,2022,6,Cantonment,Sengkang,North-East,Master,3-Month,1.39549,103.89176,1.524,3,0.429,57.53,0.918,1420.0,0,0,1,0,0,1
2507,2022-06,2022,6,Cantonment,Toa Payoh,Central,Master,Monthly,1.3301,103.85422,0.623,4,0.571,73.51,0.89,2190.0,0,0,1,0,0,1
2508,2022-06,2022,6,Bonztel,Yishun,North,Master,3-Month,1.4301,103.83613,0.147,2,0.286,41.27,0.766,1940.0,0,0,1,0,0,1
2509,2022-06,2022,6,Hmlet,Clementi,West,Suite,12-Month,1.31455,103.76237,0.291,6,0.857,55.61,0.69,2100.0,0,0,1,0,0,1
2510,2022-06,2022,6,The Assembly Place,Sengkang,North-East,Master,12-Month,1.3895,103.89452,1.84,6,0.857,49.77,0.953,1540.0,0,0,1,0,0,1
2511,2022-06,2022,6,Coliwoo,Tampines,East,Deluxe,6-Month,1.3524,103.94482,0.069,3,0.429,45.36,0.365,2740.0,1,0,1,0,0,1
2512,2022-06,2022,6,Hmlet,Serangoon,North-East,Twin-Share,Monthly,1.35594,103.87791,0.727,3,0.429,63.6,0.915,1110.0,0,0,1,0,0,1
2513,2022-06,2022,6,Coliwoo,Geylang,Central,Suite,Monthly,1.32447,103.89679,0.831,3,0.429,73.54,0.695,2770.0,0,0,1,0,0,1
2514,2022-06,2022,6,Lyf,Tampines,East,Studio,Monthly,1.34763,103.94802,0.685,7,1.0,57.11,0.67,2150.0,0,0,1,0,0,1
2515,2022-06,2022,6,Cantonment,Jurong East,West,Twin-Share,6-Month,1.33742,103.74383,3.405,5,0.714,54.59,0.986,760.0,0,0,1,0,0,1
2516,2022-06,2022,6,Lyf,Outram,Central,Single,12-Month,1.28302,103.84078,0.419,2,0.286,77.24,0.897,1350.0,0,0,1,0,0,1
2517,2022-06,2022,6,Figment,Outram,Central,Twin-Share,6-Month,1.27509,103.84155,0.492,6,0.857,73.19,0.945,1390.0,0,0,1,0,0,1
2518,2022-06,2022,6,Bonztel,Punggol,North-East,Deluxe,3-Month,1.40989,103.89653,0.932,6,0.857,55.22,0.479,2600.0,1,0,1,0,0,1
2519,2022-06,2022,6,Bonztel,Ang Mo Kio,North-East,Deluxe,Monthly,1.37158,103.8489,0.199,3,0.429,52.09,0.456,3120.0,0,0,1,0,0,1
2520,2022-06,2022,6,Lyf,Paya Lebar,East,Twin-Share,12-Month,1.32385,103.89023,0.55,4,0.571,62.99,0.891,950.0,0,0,1,0,0,1
2521,2022-06,2022,6,Coliwoo,Sengkang,North-East,Suite,6-Month,1.3915,103.89445,1.653,5,0.714,53.13,0.729,2340.0,0,0,1,0,0,1
2522,2022-06,2022,6,Bonztel,Serangoon,North-East,Master,6-Month,1.36214,103.87211,0.633,2,0.286,53.01,0.733,1590.0,0,0,1,0,0,1
2523,2022-06,2022,6,Figment,Buona Vista,West,Master,12-Month,1.31112,103.78715,0.518,6,0.857,72.59,0.989,1510.0,0,0,1,0,0,1
2524,2022-06,2022,6,Bonztel,Yishun,North,Deluxe,6-Month,1.42624,103.83485,0.312,7,1.0,42.2,0.572,2460.0,1,0,1,0,0,1
2525,2022-06,2022,6,Cantonment,Buona Vista,West,Master,12-Month,1.30748,103.78928,0.061,4,0.571,61.37,0.591,1810.0,1,0,1,0,0,1
2526,2022-06,2022,6,Lyf,Geylang,Central,Deluxe,Monthly,1.32006,103.88923,0.285,5,0.714,72.67,0.255,3720.0,1,0,1,0,0,1
2527,2022-06,2022,6,Cove,Buona Vista,West,Single,12-Month,1.3064,103.78717,0.309,7,1.0,68.84,0.944,1230.0,0,0,1,0,0,1
2528,2022-06,2022,6,Cantonment,Sengkang,North-East,Studio,3-Month,1.38557,103.90268,2.049,4,0.571,64.65,0.672,1930.0,0,0,1,0,0,1
2529,2022-06,2022,6,Hmlet,Rochor,Central,Studio,12-Month,1.30353,103.85539,0.167,5,0.714,89.52,0.628,2280.0,0,0,1,0,0,1
2530,2022-06,2022,6,The Assembly Place,Woodlands,North,Deluxe,Monthly,1.44053,103.79021,0.531,6,0.857,43.19,0.884,2820.0,0,0,1,0,0,1
2531,2022-06,2022,6,Lyf,Toa Payoh,Central,Suite,3-Month,1.33373,103.85071,0.061,6,0.857,70.97,0.422,2910.0,0,0,1,0,0,1
2532,2022-06,2022,6,The Assembly Place,Toa Payoh,Central,Deluxe,3-Month,1.33495,103.85048,0.096,2,0.286,73.95,0.819,2830.0,1,0,1,0,0,1
2533,2022-06,2022,6,Coliwoo,Sengkang,North-East,Master,6-Month,1.39412,103.89124,1.665,4,0.571,51.94,0.631,1510.0,0,0,1,0,0,1
2534,2022-06,2022,6,Cantonment,Ang Mo Kio,North-East,Studio,3-Month,1.37364,103.85415,0.664,2,0.286,57.43,0.423,2290.0,0,0,1,0,0,1
2535,2022-06,2022,6,Hmlet,Ang Mo Kio,North-East,Deluxe,6-Month,1.37139,103.85099,0.234,5,0.714,50.66,0.206,2610.0,1,0,1,0,0,1
2536,2022-06,2022,6,Cove,Queenstown,Central,Studio,3-Month,1.29082,103.78633,0.376,4,0.571,71.63,0.285,2380.0,0,0,1,0,0,1
2537,2022-06,2022,6,Cove,Tampines,East,Master,3-Month,1.35558,103.9367,0.966,4,0.571,59.29,0.555,1870.0,1,0,1,0,0,1
2538,2022-06,2022,6,Lyf,Queenstown,Central,Twin-Share,12-Month,1.29647,103.78073,0.648,4,0.571,68.57,0.871,1030.0,0,0,1,0,0,1
2539,2022-06,2022,6,Lyf,Paya Lebar,East,Twin-Share,6-Month,1.31334,103.89249,0.488,5,0.714,64.92,0.951,1120.0,0,0,1,0,0,1
2540,2022-06,2022,6,Figment,Rochor,Central,Twin-Share,6-Month,1.30344,103.8608,0.533,2,0.286,89.7,1.0,1150.0,1,0,1,0,0,1
2541,2022-06,2022,6,Figment,Serangoon,North-East,Deluxe,6-Month,1.3533,103.86836,0.491,7,1.0,62.34,0.438,2610.0,1,0,1,0,0,1
2542,2022-06,2022,6,Cove,Queenstown,Central,Studio,6-Month,1.29162,103.78814,0.365,4,0.571,71.8,0.644,2560.0,0,0,1,0,0,1
2543,2022-06,2022,6,Figment,Tampines,East,Suite,12-Month,1.35492,103.94661,0.279,2,0.286,55.23,0.728,2190.0,1,0,1,0,0,1
2544,2022-06,2022,6,Hmlet,Rochor,Central,Twin-Share,Monthly,1.3076,103.85669,0.317,4,0.571,93.03,0.964,1340.0,0,0,1,0,0,1
2545,2022-06,2022,6,Coliwoo,Toa Payoh,Central,Master,6-Month,1.33666,103.85187,0.334,7,1.0,66.85,0.843,1950.0,0,0,1,0,0,1
2546,2022-06,2022,6,Lyf,Jurong East,West,Suite,3-Month,1.32998,103.74202,3.028,3,0.429,54.49,0.895,1680.0,0,0,1,0,0,1
2547,2022-06,2022,6,The Assembly Place,Punggol,North-East,Deluxe,6-Month,1.40207,103.90031,0.325,5,0.714,51.29,0.074,2950.0,1,0,1,0,0,1
2548,2022-06,2022,6,Figment,Queenstown,Central,Twin-Share,3-Month,1.29546,103.78665,0.153,5,0.714,79.89,1.0,1410.0,0,0,1,0,0,1
2549,2022-06,2022,6,Lyf,Clementi,West,Deluxe,12-Month,1.31284,103.76173,0.44,7,1.0,58.93,0.44,2720.0,0,0,1,0,0,1
2550,2022-07,2022,7,Hmlet,Sengkang,North-East,Twin-Share,12-Month,1.3944,103.89915,1.131,3,0.429,50.76,1.0,840.0,0,0,0,0,0,1
2551,2022-07,2022,7,Cantonment,Queenstown,Central,Master,3-Month,1.28904,103.78512,0.584,4,0.571,76.65,0.892,1830.0,0,0,0,0,0,1
2552,2022-07,2022,7,Figment,Kallang,Central,Studio,Monthly,1.31115,103.87548,0.407,5,0.714,79.3,0.675,2400.0,1,0,0,0,0,1
2553,2022-07,2022,7,Coliwoo,Yishun,North,Master,6-Month,1.43024,103.83413,0.197,3,0.429,48.71,0.865,1710.0,0,0,0,0,0,1
2554,2022-07,2022,7,The Assembly Place,Serangoon,North-East,Single,12-Month,1.3569,103.87343,0.23,6,0.857,64.33,0.892,1260.0,0,0,0,0,0,1
2555,2022-07,2022,7,Cove,Rochor,Central,Suite,3-Month,1.30053,103.85328,0.459,4,0.571,86.51,0.397,2940.0,1,0,0,0,0,1
2556,2022-07,2022,7,The Assembly Place,Kallang,Central,Single,Monthly,1.30593,103.87503,0.564,7,1.0,72.6,0.904,1630.0,0,0,0,0,0,1
2557,2022-07,2022,7,Cove,Tampines,East,Deluxe,6-Month,1.35831,103.93895,0.895,5,0.714,59.24,0.703,2390.0,0,0,0,0,0,1
2558,2022-07,2022,7,Hmlet,Outram,Central,Single,3-Month,1.28196,103.84635,0.745,2,0.286,89.97,0.987,1510.0,0,0,0,0,0,1
2559,2022-07,2022,7,The Assembly Place,Novena,Central,Twin-Share,Monthly,1.31742,103.84429,0.289,3,0.429,84.65,0.874,1190.0,0,0,0,0,0,1
2560,2022-07,2022,7,Cove,Ang Mo Kio,North-East,Master,Monthly,1.36761,103.84411,0.651,7,1.0,46.33,0.812,1850.0,0,0,0,0,0,1
2561,2022-07,2022,7,Lyf,Serangoon,North-East,Deluxe,12-Month,1.35719,103.87077,0.104,5,0.714,57.08,0.476,2490.0,0,0,0,0,0,1
2562,2022-07,2022,7,Cantonment,Novena,Central,Twin-Share,Monthly,1.32182,103.84316,0.222,4,0.571,76.19,0.742,1280.0,0,0,0,0,0,1
2563,2022-07,2022,7,Lyf,Bedok,East,Master,3-Month,1.32337,103.92698,0.367,6,0.857,56.59,0.84,1740.0,0,0,0,0,0,1
2564,2022-07,2022,7,Figment,Punggol,North-East,Deluxe,3-Month,1.40253,103.9022,0.167,2,0.286,48.7,0.561,2630.0,0,0,0,0,0,1
2565,2022-07,2022,7,Bonztel,Serangoon,North-East,Studio,3-Month,1.35839,103.86726,0.506,6,0.857,69.88,0.979,2040.0,0,0,0,0,0,1
2566,2022-07,2022,7,The Assembly Place,Clementi,West,Deluxe,6-Month,1.31641,103.76565,0.158,2,0.286,57.42,0.323,2500.0,1,0,0,0,0,1
2567,2022-07,2022,7,Cantonment,Bedok,East,Suite,6-Month,1.32465,103.93203,0.212,2,0.286,54.27,0.624,2370.0,1,0,0,0,0,1
2568,2022-07,2022,7,Cove,Ang Mo Kio,North-East,Master,Monthly,1.3683,103.84821,0.229,6,0.857,50.36,0.884,2070.0,0,0,0,0,0,1
2569,2022-07,2022,7,Figment,Sengkang,North-East,Studio,3-Month,1.39929,103.89703,0.802,5,0.714,51.06,0.555,2200.0,0,0,0,0,0,1
2570,2022-07,2022,7,Figment,Ang Mo Kio,North-East,Twin-Share,3-Month,1.37454,103.8493,0.517,6,0.857,47.86,0.918,1080.0,0,0,0,0,0,1
2571,2022-07,2022,7,The Assembly Place,Yishun,North,Twin-Share,6-Month,1.42513,103.83808,0.524,7,1.0,43.82,1.0,890.0,0,0,0,0,0,1
2572,2022-07,2022,7,Bonztel,Rochor,Central,Twin-Share,12-Month,1.31055,103.85869,0.697,5,0.714,76.78,0.971,1220.0,0,0,0,0,0,1
2573,2022-07,2022,7,The Assembly Place,Jurong East,West,Twin-Share,3-Month,1.33654,103.74218,3.466,3,0.429,54.06,0.942,790.0,0,0,0,0,0,1
2574,2022-07,2022,7,Bonztel,Paya Lebar,East,Master,12-Month,1.32121,103.89332,0.303,5,0.714,60.43,0.904,1660.0,0,0,0,0,0,1
2575,2022-07,2022,7,Bonztel,Tampines,East,Master,6-Month,1.3515,103.94339,0.245,7,1.0,46.09,0.814,1690.0,1,0,0,0,0,1
2576,2022-07,2022,7,Coliwoo,Serangoon,North-East,Master,3-Month,1.35755,103.86771,0.427,3,0.429,64.48,0.556,1890.0,0,0,0,0,0,1
2577,2022-07,2022,7,Hmlet,Paya Lebar,East,Deluxe,3-Month,1.31706,103.89012,0.28,7,1.0,64.47,0.666,2680.0,0,0,0,0,0,1
2578,2022-07,2022,7,Bonztel,Bedok,East,Master,3-Month,1.32628,103.93797,0.897,3,0.429,58.36,0.674,1800.0,1,0,0,0,0,1
2579,2022-07,2022,7,Figment,Queenstown,Central,Twin-Share,6-Month,1.29219,103.78192,0.516,7,1.0,77.99,0.961,1060.0,0,0,0,0,0,1
2580,2022-07,2022,7,Cantonment,Geylang,Central,Deluxe,Monthly,1.31788,103.89112,0.146,2,0.286,76.46,0.46,2990.0,0,0,0,0,0,1
2581,2022-07,2022,7,The Assembly Place,Bedok,East,Single,12-Month,1.32045,103.93139,0.427,3,0.429,50.52,1.0,1170.0,0,0,0,0,0,1
2582,2022-07,2022,7,Hmlet,Punggol,North-East,Master,Monthly,1.40406,103.90262,0.015,3,0.429,44.5,0.595,2130.0,0,0,0,0,0,1
2583,2022-07,2022,7,Cantonment,Geylang,Central,Master,6-Month,1.32131,103.89075,0.264,6,0.857,74.45,0.837,2160.0,1,0,0,0,0,1
2584,2022-07,2022,7,Coliwoo,Bedok,East,Master,3-Month,1.32539,103.93173,0.222,5,0.714,55.61,0.953,1640.0,0,0,0,0,0,1
2585,2022-07,2022,7,Coliwoo,Tampines,East,Suite,12-Month,1.35391,103.94427,0.13,5,0.714,58.92,0.569,2240.0,0,0,0,0,0,1
2586,2022-07,2022,7,Hmlet,Queenstown,Central,Single,6-Month,1.29441,103.78934,0.361,3,0.429,68.23,0.816,1580.0,0,0,0,0,0,1
2587,2022-07,2022,7,Cove,Punggol,North-East,Deluxe,12-Month,1.40439,103.9015,0.119,3,0.429,55.45,0.362,2470.0,1,0,0,0,0,1
2588,2022-07,2022,7,The Assembly Place,Punggol,North-East,Deluxe,Monthly,1.40204,103.90137,0.252,7,1.0,50.12,0.176,2870.0,1,0,0,0,0,1
2589,2022-07,2022,7,Lyf,Novena,Central,Studio,12-Month,1.31509,103.85157,1.003,3,0.429,84.16,0.339,2160.0,0,0,0,0,0,1
2590,2022-07,2022,7,Bonztel,Tampines,East,Twin-Share,12-Month,1.35084,103.94469,0.243,4,0.571,55.28,0.967,920.0,0,0,0,0,0,1
2591,2022-07,2022,7,Bonztel,Outram,Central,Studio,6-Month,1.28022,103.83965,0.119,6,0.857,75.9,0.645,2480.0,0,0,0,0,0,1
2592,2022-07,2022,7,Cantonment,Yishun,North,Deluxe,6-Month,1.42559,103.83612,0.388,7,1.0,47.55,0.733,2770.0,0,0,0,0,0,1
2593,2022-07,2022,7,Figment,Rochor,Central,Studio,3-Month,1.30448,103.85675,0.071,4,0.571,77.64,0.872,2120.0,1,0,0,0,0,1
2594,2022-07,2022,7,Figment,Outram,Central,Master,Monthly,1.27708,103.83832,0.323,2,0.286,78.07,0.764,2220.0,1,0,0,0,0,1
2595,2022-07,2022,7,Coliwoo,Woodlands,North,Studio,6-Month,1.43736,103.79143,0.537,6,0.857,49.89,0.743,1970.0,1,0,0,0,0,1
2596,2022-07,2022,7,Cantonment,Toa Payoh,Central,Studio,12-Month,1.33233,103.84401,0.727,6,0.857,62.3,0.563,2170.0,0,0,0,0,0,1
2597,2022-07,2022,7,Cantonment,Paya Lebar,East,Single,Monthly,1.31915,103.89602,0.372,2,0.286,71.73,0.868,1380.0,0,0,0,0,0,1
2598,2022-07,2022,7,Cove,Punggol,North-East,Twin-Share,Monthly,1.40622,103.90504,0.375,3,0.429,63.14,1.0,1200.0,0,0,0,0,0,1
2599,2022-07,2022,7,The Assembly Place,Geylang,Central,Deluxe,12-Month,1.31537,103.89043,0.386,5,0.714,75.92,0.598,2830.0,1,0,0,0,0,1
2600,2022-07,2022,7,The Assembly Place,Ang Mo Kio,North-East,Suite,Monthly,1.37094,103.85384,0.497,6,0.857,55.54,0.638,2460.0,1,0,0,0,0,1
2601,2022-07,2022,7,Lyf,Punggol,North-East,Suite,6-Month,1.40639,103.90183,0.276,3,0.429,50.08,0.821,2280.0,0,0,0,0,0,1
2602,2022-07,2022,7,Coliwoo,Sengkang,North-East,Master,3-Month,1.39147,103.89228,1.798,3,0.429,50.35,0.81,1630.0,0,0,0,0,0,1
2603,2022-07,2022,7,Hmlet,Sengkang,North-East,Single,6-Month,1.38958,103.89092,2.056,5,0.714,42.22,0.935,1030.0,0,0,0,0,0,1
2604,2022-07,2022,7,The Assembly Place,Outram,Central,Studio,3-Month,1.27741,103.8365,0.462,5,0.714,77.04,0.608,2190.0,0,0,0,0,0,1
2605,2022-07,2022,7,Coliwoo,Ang Mo Kio,North-East,Deluxe,12-Month,1.37124,103.84542,0.477,4,0.571,59.99,0.326,2630.0,1,0,0,0,0,1
2606,2022-07,2022,7,Hmlet,Rochor,Central,Master,Monthly,1.30128,103.85797,0.438,2,0.286,83.26,0.973,2160.0,0,0,0,0,0,1
2607,2022-07,2022,7,Figment,Geylang,Central,Studio,12-Month,1.31617,103.8893,0.414,3,0.429,67.71,0.861,2340.0,0,0,0,0,0,1
2608,2022-07,2022,7,Hmlet,Kallang,Central,Twin-Share,Monthly,1.30941,103.87275,0.106,6,0.857,72.5,0.848,1350.0,0,0,0,0,0,1
2609,2022-07,2022,7,Bonztel,Paya Lebar,East,Master,6-Month,1.31724,103.89588,0.324,5,0.714,64.3,0.894,1980.0,0,0,0,0,0,1
2610,2022-07,2022,7,Cantonment,Tampines,East,Studio,12-Month,1.34979,103.94432,0.365,6,0.857,52.54,0.781,1910.0,0,0,0,0,0,1
2611,2022-07,2022,7,Bonztel,Punggol,North-East,Studio,Monthly,1.39878,103.90356,0.593,6,0.857,49.47,0.298,2170.0,1,0,0,0,0,1
2612,2022-07,2022,7,Cantonment,Novena,Central,Twin-Share,6-Month,1.31722,103.84321,0.321,6,0.857,71.91,0.755,1270.0,0,0,0,0,0,1
2613,2022-07,2022,7,Cove,Paya Lebar,East,Suite,6-Month,1.31561,103.89337,0.236,7,1.0,64.4,0.768,2420.0,0,0,0,0,0,1
2614,2022-07,2022,7,Cove,Punggol,North-East,Suite,12-Month,1.41122,103.90564,0.875,3,0.429,40.37,0.438,2200.0,1,0,0,0,0,1
2615,2022-07,2022,7,Hmlet,Punggol,North-East,Twin-Share,Monthly,1.40373,103.90733,0.537,2,0.286,61.57,1.0,1080.0,0,0,0,0,0,1
2616,2022-07,2022,7,Bonztel,Toa Payoh,Central,Twin-Share,12-Month,1.33968,103.84817,0.664,6,0.857,68.15,0.955,1150.0,0,0,0,0,0,1
2617,2022-07,2022,7,Cantonment,Kallang,Central,Deluxe,12-Month,1.31068,103.86721,0.538,4,0.571,73.78,0.507,2670.0,0,0,0,0,0,1
2618,2022-07,2022,7,Cove,Jurong East,West,Master,3-Month,1.33819,103.73813,3.923,2,0.286,56.48,0.9,1220.0,0,0,0,0,0,1
2619,2022-07,2022,7,Cantonment,Rochor,Central,Suite,12-Month,1.30776,103.85736,0.353,6,0.857,90.37,0.781,2710.0,1,0,0,0,0,1
2620,2022-07,2022,7,Hmlet,Sengkang,North-East,Master,Monthly,1.39539,103.89367,1.37,5,0.714,49.42,0.764,1650.0,0,0,0,0,0,1
2621,2022-07,2022,7,Bonztel,Serangoon,North-East,Deluxe,Monthly,1.36468,103.86774,0.997,2,0.286,70.14,0.716,2550.0,0,0,0,0,0,1
2622,2022-07,2022,7,The Assembly Place,Buona Vista,West,Twin-Share,Monthly,1.30395,103.79227,0.463,5,0.714,66.46,0.92,1070.0,0,0,0,0,0,1
2623,2022-07,2022,7,Cove,Ang Mo Kio,North-East,Twin-Share,12-Month,1.36497,103.85045,0.559,7,1.0,47.78,0.931,980.0,0,0,0,0,0,1
2624,2022-07,2022,7,Lyf,Geylang,Central,Studio,Monthly,1.31922,103.8952,0.297,4,0.571,75.77,0.665,2570.0,0,0,0,0,0,1
2625,2022-07,2022,7,The Assembly Place,Buona Vista,West,Deluxe,3-Month,1.30156,103.79113,0.655,3,0.429,67.13,0.246,2810.0,0,0,0,0,0,1
2626,2022-07,2022,7,Lyf,Ang Mo Kio,North-East,Deluxe,6-Month,1.3736,103.85081,0.436,2,0.286,60.47,0.436,2550.0,1,0,0,0,0,1
2627,2022-07,2022,7,Lyf,Buona Vista,West,Master,Monthly,1.30856,103.78675,0.367,7,1.0,65.86,0.482,1860.0,0,0,0,0,0,1
2628,2022-07,2022,7,Lyf,Clementi,West,Deluxe,Monthly,1.32161,103.76263,0.756,5,0.714,68.38,0.479,2600.0,1,0,0,0,0,1
2629,2022-07,2022,7,Bonztel,Outram,Central,Studio,12-Month,1.27834,103.84008,0.108,4,0.571,85.44,0.788,2010.0,0,0,0,0,0,1
2630,2022-07,2022,7,Lyf,Clementi,West,Suite,3-Month,1.31483,103.77069,0.645,2,0.286,62.77,0.829,2020.0,0,0,0,0,0,1
2631,2022-07,2022,7,Hmlet,Tampines,East,Twin-Share,12-Month,1.35246,103.94286,0.246,2,0.286,46.44,0.986,930.0,0,0,0,0,0,1
